tweet-sno-0	0	vclaim-sno-hero-wombats-australia-fires	1
tweet-sno-1	0	vclaim-sno-ilhan-omar-treason-advice-iran	1
tweet-sno-2	0	vclaim-sno-us-army-sending-texts-on-draft	1
tweet-sno-3	0	vclaim-sno-us-army-sending-texts-on-draft	1
tweet-sno-4	0	vclaim-sno-video-of-drone-strike-soleimani	1
tweet-sno-5	0	vclaim-sno-obama-shaking-hands-rouhani	1
tweet-sno-6	0	vclaim-sno-wedding-rings-holocaust-victims	1
tweet-sno-7	0	vclaim-sno-iran-trump-bounty	1
tweet-sno-8	0	vclaim-sno-is-minecraft-shutting-down	1
tweet-sno-9	0	vclaim-sno-is-minecraft-shutting-down	1
tweet-sno-10	0	vclaim-sno-minecraft-for-mein-kampf-mixup	1
tweet-sno-11	0	vclaim-sno-trump-cut-from-home-alone-2	1
tweet-sno-12	0	vclaim-sno-bloomberg-campaign-prisoners	1
tweet-sno-13	0	vclaim-sno-nazi-flag-menorah-hanukkah	1
tweet-sno-14	0	vclaim-sno-graham-impeachment-obstruction	1
tweet-sno-15	0	vclaim-sno-us-wakanda-trading-partner	1
tweet-sno-16	0	vclaim-sno-us-wakanda-trading-partner	1
tweet-sno-17	0	vclaim-sno-maga-students-video	1
tweet-sno-18	0	vclaim-sno-pnb-rock-killed-buying-prada	1
tweet-sno-19	0	vclaim-sno-leeds-hospital-floor-photo	1
tweet-sno-20	0	vclaim-sno-leeds-hospital-floor-photo	1
tweet-sno-21	0	vclaim-sno-stick-my-neck-out	1
tweet-sno-22	0	vclaim-sno-stephanie-grisham-dui	1
tweet-sno-23	0	vclaim-sno-keystone-pipeline-leak	1
tweet-sno-24	0	vclaim-sno-trump-threaten-whistleblower	1
tweet-sno-25	0	vclaim-sno-fox-news-guest-greta-thunberg	1
tweet-sno-26	0	vclaim-sno-border-wall-fence-trump-climb	1
tweet-sno-27	0	vclaim-sno-blackface-governors-vs-blacks	1
tweet-sno-28	0	vclaim-sno-trump-my-crimes-investigated	1
tweet-sno-29	0	vclaim-sno-buttigieg-chick-fil-a	1
tweet-sno-30	0	vclaim-sno-trump-campaign-photoshop-hat	1
tweet-sno-31	0	vclaim-sno-alabama-bless-incest-marriage	1
tweet-sno-32	0	vclaim-sno-bahamians-kicked-off-ferry	1
tweet-sno-33	0	vclaim-sno-cocaine-bricks-wash-up-dorian	1
tweet-sno-34	0	vclaim-sno-united-states-safest-country	1
tweet-sno-35	0	vclaim-sno-pence-rainbow-flags-iceland	1
tweet-sno-36	0	vclaim-sno-amusement-park-break-in-lawsuit	1
tweet-sno-37	0	vclaim-sno-odessa-shooting-orourke	1
tweet-sno-38	0	vclaim-sno-odessa-shooting-orourke	1
tweet-sno-39	0	vclaim-sno-president-trump-dorian-map-sharpie	1
tweet-sno-40	0	vclaim-sno-president-trump-dorian-map-sharpie	1
tweet-sno-41	0	vclaim-sno-hillary-clinton-dorian	1
tweet-sno-42	0	vclaim-sno-cnn-mislabel-alabama-map	1
tweet-sno-43	0	vclaim-sno-chelsea-clinton-satanism-respect	1
tweet-sno-44	0	vclaim-sno-overseas-us-troops-kids-citizens	1
tweet-sno-45	0	vclaim-sno-trumps-hotel-g7-settle-lawsuit	1
tweet-sno-46	0	vclaim-sno-epstein-island-bones	1
tweet-sno-47	0	vclaim-sno-joe-biden-college-debt	1
tweet-sno-48	0	vclaim-sno-olive-garden-trump-reelection	1
tweet-sno-49	0	vclaim-sno-trump-nuke-hurricanes	1
tweet-sno-50	0	vclaim-sno-psychiatrist-hitler-stalin-and-mao	1
tweet-sno-51	0	vclaim-sno-fox-guest-shooting-up-pot-gaffe	1
tweet-sno-52	0	vclaim-sno-trump-second-coming-king-israel	1
tweet-sno-53	0	vclaim-sno-trump-second-coming-king-israel	1
tweet-sno-54	0	vclaim-sno-trump-second-coming-king-israel	1
tweet-sno-55	0	vclaim-sno-simpsons-trump-buy-greenland	1
tweet-sno-56	0	vclaim-sno-amazon-rainforest-on-fire-2019	1
tweet-sno-57	0	vclaim-sno-president-trump-wedding	1
tweet-sno-58	0	vclaim-sno-cvs-trump-2020-campaign	1
tweet-sno-59	0	vclaim-sno-ellen-weintraub-trump-voter-fraud	1
tweet-sno-60	0	vclaim-sno-shell-trump-rally-pay	1
tweet-sno-61	0	vclaim-sno-maga-mean-easily-fooled-idiot	1
tweet-sno-62	0	vclaim-sno-dragon-over-baseball-stadium	1
tweet-sno-63	0	vclaim-sno-dragon-over-baseball-stadium	1
tweet-sno-64	0	vclaim-sno-orphan-thumbs-up	1
tweet-sno-65	0	vclaim-sno-bang-energy-trump-campaign	1
tweet-sno-66	0	vclaim-sno-brian-kilmeade-invasion	1
tweet-sno-67	0	vclaim-sno-trump-laugh-immigrants-shot	1
tweet-sno-68	0	vclaim-sno-trump-tweets-invaders-deleted	1
tweet-sno-69	0	vclaim-sno-democrats-in-italy	1
tweet-sno-70	0	vclaim-sno-democrats-in-italy	1
tweet-sno-71	0	vclaim-sno-seesaws-at-us-mexico-border	1
tweet-sno-72	0	vclaim-sno-bernie-sanders-baltimore	1
tweet-sno-73	0	vclaim-sno-jim-jordan-911-tweet	1
tweet-sno-74	0	vclaim-sno-jim-jordan-911-tweet	1
tweet-sno-75	0	vclaim-sno-ilhan-omar-white-men-fear	1
tweet-sno-76	0	vclaim-sno-mueller-report-no-obstruction	1
tweet-sno-77	0	vclaim-sno-trump-speech-presidential-seal	1
tweet-sno-78	0	vclaim-sno-werner-herzog-germany-quote	1
tweet-sno-79	0	vclaim-sno-zuckerberg-facebook-ireland-ads	1
tweet-sno-80	0	vclaim-sno-ilhan-omar-and-aoc-polling	1
tweet-sno-81	0	vclaim-sno-bill-clinton-with-jeffrey-epstein	1
tweet-sno-82	0	vclaim-sno-priest-pushed-off-brazil-stage	1
tweet-sno-83	0	vclaim-sno-perfume-car-fire-ac	1
tweet-sno-84	0	vclaim-sno-india-theme-park-ride-collapses	1
tweet-sno-85	0	vclaim-sno-elderly-pair-homeless-california	1
tweet-sno-86	0	vclaim-sno-plane-fuel-tanker	1
tweet-sno-87	0	vclaim-sno-frederica-wilson-online-congress	1
tweet-sno-88	0	vclaim-sno-jfk-inaugural-parade-tanks	1
tweet-sno-89	0	vclaim-sno-rapinoe-flag-stomp	1
tweet-sno-90	0	vclaim-sno-skinhead-cop-tattoo-jewish	1
tweet-sno-91	0	vclaim-sno-trump-revolutionary-war-airports	1
tweet-sno-92	0	vclaim-sno-trump-revolutionary-war-airports	1
tweet-sno-93	0	vclaim-sno-milkshakes-thrown-in-portland	1
tweet-sno-94	0	vclaim-sno-elderly-man-beaten-in-portland	1
tweet-sno-95	0	vclaim-sno-elderly-man-beaten-in-portland	1
tweet-sno-96	0	vclaim-sno-trump-iran-tweets-obama	1
tweet-sno-97	0	vclaim-sno-trump-iran-tweets-obama	1
tweet-sno-98	0	vclaim-sno-trump-iran-tweets-obama	1
tweet-sno-99	0	vclaim-sno-trump-iran-tweets-obama	1
tweet-sno-100	0	vclaim-sno-trump-iran-tweets-obama	1
tweet-sno-101	0	vclaim-sno-biden-kkk-klan-wizard	1
tweet-sno-102	0	vclaim-sno-aoc-empty-parking-lot	1
tweet-sno-103	0	vclaim-sno-donald-trump-30-men-maternity-care	1
tweet-sno-104	0	vclaim-sno-man-wakes-up-3-day-coma	1
tweet-sno-105	0	vclaim-sno-man-wakes-up-3-day-coma	1
tweet-sno-106	0	vclaim-sno-huge-ammonite	1
tweet-sno-107	0	vclaim-sno-trump-supporters-leave-trash	1
tweet-sno-108	0	vclaim-sno-trump-cleanest-air-world	1
tweet-sno-109	0	vclaim-sno-alabama-mayor-mark-chambers	1
tweet-sno-110	0	vclaim-sno-video-trump-supporters	1
tweet-sno-111	0	vclaim-sno-einstein-sound-and-light-waves	1
tweet-sno-112	0	vclaim-sno-imperial-march-uk-trump	1
tweet-sno-113	0	vclaim-sno-lincoln-destroyed-from-outside	1
tweet-sno-114	0	vclaim-sno-roosevelt-answer-to-terrorism	1
tweet-sno-115	0	vclaim-sno-uss-mccain-trump	1
tweet-sno-116	0	vclaim-sno-trump-quote-kim-jong-un-biden	1
tweet-sno-117	0	vclaim-sno-trump-quote-kim-jong-un-biden	1
tweet-sno-118	0	vclaim-sno-trump-quote-kim-jong-un-biden	1
tweet-sno-119	0	vclaim-sno-obama-foreign-contributions	1
tweet-sno-120	0	vclaim-sno-nancy-pelosi-slurring-speech	1
tweet-sno-121	0	vclaim-sno-1996-law-non-citizens-vote	1
tweet-sno-122	0	vclaim-sno-georgia-abortion-law	1
tweet-sno-123	0	vclaim-sno-georgia-abortion-law	1
tweet-sno-124	0	vclaim-sno-joe-biden-put-yall-back-in-chains	1
tweet-sno-125	0	vclaim-sno-joe-biden-put-yall-back-in-chains	1
tweet-sno-126	0	vclaim-sno-jefferson-government-corrupt-liars	1
tweet-sno-127	0	vclaim-sno-omar-if-israel-is-so-innocent	1
